Transaction,Item,date_time,weekday_weekend
1,Indo Goreng,1/7/2024,weekday
1,Sedap Goreng,1/7/2024,weekday
1,Indo AB,1/7/2024,weekday
2,Amanah Galon,1/7/2024,weekday
2,Sunco 2L,1/7/2024,weekday
3,Minyak Kita 1L,1/7/2024,weekday
3,Indo AB,1/7/2024,weekday
3,Indo Goreng,1/7/2024,weekday
3,Kara,1/7/2024,weekday
3,Amanah Galon,1/7/2024,weekday
4,Gula Pasir,1/7/2024,weekday
4,Sunco 2L,1/7/2024,weekday
4,Sunco 1L,1/7/2024,weekday
4,Fortune 1L,1/7/2024,weekday
5,Amanah 330ml,1/7/2024,weekday
5,Amanah 500ml,1/7/2024,weekday
6,Gula Pasir,2/7/2024,weekday
6,Indo Goreng,2/7/2024,weekday
6,Indo AB,2/7/2024,weekday
7,Hemart 1L,2/7/2024,weekday
7,Minyak Kita 1L,2/7/2024,weekday
8,Sunco 2L,2/7/2024,weekday
8,Indo Soto,2/7/2024,weekday
8,Indo Goreng,2/7/2024,weekday
8,Segitiga 1Kg,2/7/2024,weekday
9,Amanah Galon,2/7/2024,weekday
9,Amanah 330ml,2/7/2024,weekday
9,Amanah 500ml,2/7/2024,weekday
9,Gula Pasir,2/7/2024,weekday
9,Hemart 1L,2/7/2024,weekday
10,Minyak Kita 1L,2/7/2024,weekday
10,Aqua Galon,2/7/2024,weekday
10,Amanah Galon,2/7/2024,weekday
10,Indo Goreng,2/7/2024,weekday
10,Indo Rendang,2/7/2024,weekday
10,Indo AB,2/7/2024,weekday
11,Gula Pasir,2/7/2024,weekday
12,Amanah Galon,2/7/2024,weekday
13,Kara,2/7/2024,weekday
13,Garam,2/7/2024,weekday
14,Sunco 2L,3/7/2024,weekday
14,Amanah Galon,3/7/2024,weekday
15,Indo Soto,3/7/2024,weekday
15,Indo Goreng,3/7/2024,weekday
15,Bango,3/7/2024,weekday
16,Amanah Galon,3/7/2024,weekday
16,Aqua Galon,3/7/2024,weekday
17,Segitiga 1Kg,3/7/2024,weekday
17,Sunlight,3/7/2024,weekday
17,Gula Pasir,3/7/2024,weekday
18,Amanah Galon,4/7/2024,weekday
19,Amanah 500ml,4/7/2024,weekday
19,Amanah Galon,4/7/2024,weekday
20,Gula Pasir,4/7/2024,weekday
20,Hemart 1L,4/7/2024,weekday
20,Segitiga 1Kg,4/7/2024,weekday
21,Indo Goreng,4/7/2024,weekday
21,Indo Aceh,4/7/2024,weekday
21,Indo AB,4/7/2024,weekday
22,Amanah Galon,4/7/2024,weekday
22,Indo Goreng,4/7/2024,weekday
22,Garam,4/7/2024,weekday
22,Gula Pasir,4/7/2024,weekday
23,Amanah Galon,4/7/2024,weekday
24,Amanah Galon,4/7/2024,weekday
25,Indo Goreng,4/7/2024,weekday
25,Sedap Goreng,4/7/2024,weekday
26,Sunco 2L,4/7/2024,weekday
26,Minyak Kita 1L,4/7/2024,weekday
26,Kara,4/7/2024,weekday
27,Gas 3Kg,5/7/2024,weekday
28,Bango,5/7/2024,weekday
28,Aqua Galon,5/7/2024,weekday
29,Aqua 600ml,5/7/2024,weekday
29,Indo Soto,5/7/2024,weekday
29,Indo Goreng,5/7/2024,weekday
30,Amanah 500ml,5/7/2024,weekday
30,Indo Goreng,5/7/2024,weekday
30,Indo AB,5/7/2024,weekday
30,Indo Soto,5/7/2024,weekday
31,Sunco 2L,7/7/2024,weekend
31,Segitiga 1Kg,7/7/2024,weekend
32,Amanah Galon,7/7/2024,weekend
32,Gula Pasir,7/7/2024,weekend
32,Kara,7/7/2024,weekend
32,Sawit,7/7/2024,weekend
33,Amanah Galon,7/7/2024,weekend
33,Aqua Galon,7/7/2024,weekend
33,Aqua 600ml,7/7/2024,weekend
34,Indo Goreng,7/7/2024,weekend
34,Minyak Kita 1L,7/7/2024,weekend
34,Gula Pasir,7/7/2024,weekend
35,Sunco 2L,7/7/2024,weekend
36,Amanah Galon,7/7/2024,weekend
37,Amanah Galon,7/7/2024,weekend
38,Amanah Galon,7/7/2024,weekend
39,Amanah Galon,7/7/2024,weekend
40,Aqua Galon,7/7/2024,weekend
41,Indo Goreng,7/7/2024,weekend
41,Sedap Goreng,7/7/2024,weekend
42,Gas 3Kg,7/7/2024,weekend
42,Amanah Galon,7/7/2024,weekend
43,Aqua Galon,8/7/2024,weekday
43,Aqua 600ml,8/7/2024,weekday
43,Le Mineral 600ml,8/7/2024,weekday
43,Gula Pasir,8/7/2024,weekday
43,Hemart 1L,8/7/2024,weekday
43,Hemart 1/2 L Refill,8/7/2024,weekday
43,Sunco 2L,8/7/2024,weekday
43,Bango,8/7/2024,weekday
44,Amanah Galon,8/7/2024,weekday
44,Amanah 500ml,8/7/2024,weekday
45,Hemart 1L,8/7/2024,weekday
45,Minyak Kita 1L,8/7/2024,weekday
46,Gula Pasir,8/7/2024,weekday
46,Garam,8/7/2024,weekday
47,Amanah 500ml,8/7/2024,weekday
47,Le Mineral 600ml,8/7/2024,weekday
47,Minyak Kita 1L,8/7/2024,weekday
48,Amanah Galon,8/7/2024,weekday
49,Amanah Galon,8/7/2024,weekday
50,Aqua Galon,8/7/2024,weekday
50,Gas 3Kg,8/7/2024,weekday
51,Aqua Galon,9/7/2024,weekday
51,Aqua 600ml,9/7/2024,weekday
51,Le Mineral 600ml,9/7/2024,weekday
52,Amanah Galon,9/7/2024,weekday
53,Amanah 330ml,9/7/2024,weekday
54,Minyak Kita 1L,9/7/2024,weekday
55,Le Mineral 600ml,9/7/2024,weekday
55,Indo AB,9/7/2024,weekday
55,Sedap AB,9/7/2024,weekday
56,Amanah Galon,9/7/2024,weekday
56,Amanah 500ml,9/7/2024,weekday
56,Amanah 330ml,9/7/2024,weekday
57,Amanah Galon,9/7/2024,weekday
58,Segitiga 1Kg,10/7/2024,weekday
58,Sawit,10/7/2024,weekday
59,Gula Pasir,10/7/2024,weekday
60,Sunlight,10/7/2024,weekday
60,Indo AB,10/7/2024,weekday
60,Indo Goreng,10/7/2024,weekday
61,Aqua Galon,10/7/2024,weekday
61,Aqua 600ml,10/7/2024,weekday
61,Le Mineral Galon,10/7/2024,weekday
61,Le Mineral 600ml,10/7/2024,weekday
62,Amanah Galon,10/7/2024,weekday
63,Amanah Galon,10/7/2024,weekday
64,Amanah Galon,10/7/2024,weekday
65,Sunco 2L,11/7/2024,weekday
65,Hemart 1L,11/7/2024,weekday
66,Hemart 1/2 L Refill,11/7/2024,weekday
67,Gula Pasir,11/7/2024,weekday
67,Garam,11/7/2024,weekday
67,Segitiga 1Kg,11/7/2024,weekday
67,Bango,11/7/2024,weekday
68,Amanah Galon,11/7/2024,weekday
68,Gas 3Kg,11/7/2024,weekday
68,Aqua Galon,11/7/2024,weekday
69,Hemart 1L,12/7/2024,weekday
69,Le Mineral 600ml,12/7/2024,weekday
70,Wall Stapler,12/7/2024,weekday
70,Minyak Kita 1L,12/7/2024,weekday
70,Bango,12/7/2024,weekday
70,Segitiga 1Kg,12/7/2024,weekday
70,Indo Goreng,12/7/2024,weekday
70,Sedap Goreng,12/7/2024,weekday
71,Gula Pasir,12/7/2024,weekday
71,Minyak Kita 1L,12/7/2024,weekday
72,Amanah Galon,12/7/2024,weekday
73,Gula Pasir,12/7/2024,weekday
73,Indo Goreng,12/7/2024,weekday
73,Sedap Goreng,12/7/2024,weekday
73,Segitiga 1Kg,12/7/2024,weekday
75,Amanah Galon,12/7/2024,weekday
76,Amanah Galon,12/7/2024,weekday
77,Amanah 500ml,12/7/2024,weekday
77,Aqua 600ml,12/7/2024,weekday
77,Le Mineral 600ml,12/7/2024,weekday
77,Minyak Kita 1L,12/7/2024,weekday
78,Gula Pasir,12/7/2024,weekday
78,Garam,12/7/2024,weekday
78,Sawit,12/7/2024,weekday
79,Sawit,13/7/2024,weekend
79,Gula Pasir,13/7/2024,weekend
79,Segitiga 1Kg,13/7/2024,weekend
80,Minyak Kita 1L,13/7/2024,weekend
81,Aqua Galon,13/7/2024,weekend
81,Aqua 600ml,13/7/2024,weekend
81,Le Mineral 600ml,13/7/2024,weekend
82,Minyak Kita 1L,13/7/2024,weekend
82,Sunco 2L,13/7/2024,weekend
83,Amanah Galon,13/7/2024,weekend
84,Sunco 2L,13/7/2024,weekend
84,Sunco 1L,13/7/2024,weekend
85,Sawit,13/7/2024,weekend
86,Gas 3Kg,15/7/2024,weekday
86,Segitiga 1Kg,15/7/2024,weekday
86,Bango,15/7/2024,weekday
86,Lencana Merah,15/7/2024,weekday
87,Amanah Galon,15/7/2024,weekday
88,Amanah Galon,15/7/2024,weekday
89,Minyak Kita 1L,15/7/2024,weekday
89,Gula Pasir,15/7/2024,weekday
89,Aqua Galon,15/7/2024,weekday
89,Le Mineral Galon,15/7/2024,weekday
90,Le Mineral Galon,15/7/2024,weekday
90,Aqua Galon,15/7/2024,weekday
90,Le Mineral 600ml,15/7/2024,weekday
90,Gula Pasir,15/7/2024,weekday
91,Amanah 500ml,15/7/2024,weekday
91,Amanah 330ml,15/7/2024,weekday
92,Amanah Galon,15/7/2024,weekday
93,Amanah Galon,15/7/2024,weekday
94,Amanah Galon,15/7/2024,weekday
95,Sunco 2L,15/7/2024,weekday
95,Minyak Kita 1L,15/7/2024,weekday
95,Bango,15/7/2024,weekday
96,Sawit,15/7/2024,weekday
97,Teh Pucuk,15/7/2024,weekday
97,Segitiga 1Kg,15/7/2024,weekday
98,Gula Pasir,15/7/2024,weekday
98,Sunco 2L,15/7/2024,weekday
98,Gas 3Kg,15/7/2024,weekday
98,Sawit,15/7/2024,weekday
99,Indo Goreng,16/7/2024,weekday
100,Indo AB,16/7/2024,weekday
100,Indo Soto,16/7/2024,weekday
100,Sedap Goreng,16/7/2024,weekday
100,Sedap AB,16/7/2024,weekday
101,Amanah Galon,16/7/2024,weekday
101,Aqua Galon,16/7/2024,weekday
102,Amanah Galon,16/7/2024,weekday
102,Aqua Galon,16/7/2024,weekday
103,Minyak Kita 1L,16/7/2024,weekday
104,Le Mineral 600ml,16/7/2024,weekday
105,Sawit,16/7/2024,weekday
105,Segitiga 1Kg,16/7/2024,weekday
106,Sunco 1L,16/7/2024,weekday
107,Amanah Galon,16/7/2024,weekday
108,Minyak Kita 1L,16/7/2024,weekday
108,Gula Pasir,16/7/2024,weekday
109,Aqua Galon,16/7/2024,weekday
109,Gula Pasir,16/7/2024,weekday
109,Le Mineral Galon,16/7/2024,weekday
109,Teh Pucuk,16/7/2024,weekday
109,Aqua 600ml,16/7/2024,weekday
109,Le Mineral 600ml,16/7/2024,weekday
110,Amanah Galon,16/7/2024,weekday
111,Gula Pasir,17/7/2024,weekday
111,Kara,17/7/2024,weekday
111,Garam,17/7/2024,weekday
111,Indo Goreng,17/7/2024,weekday
112,Sunco 2L,17/7/2024,weekday
112,Indo AB,17/7/2024,weekday
112,Indo AB,17/7/2024,weekday
112,Sedap Soto,17/7/2024,weekday
112,Sedap AB,17/7/2024,weekday
112,Bango,17/7/2024,weekday
112,Lencana Merah,17/7/2024,weekday
112,Teh Pucuk,17/7/2024,weekday
112,Sawit,17/7/2024,weekday
113,Minyak Kita 1L,17/7/2024,weekday
114,Gula Pasir,17/7/2024,weekday
115,Amanah Galon,17/7/2024,weekday
116,Amanah Galon,17/7/2024,weekday
117,Teh Pucuk,17/7/2024,weekday
118,Le Mineral Galon,17/7/2024,weekday
119,Minyak Kita 1L,17/7/2024,weekday
119,Bango,17/7/2024,weekday
119,Kara,17/7/2024,weekday
119,Indo Goreng,17/7/2024,weekday
119,Sedap Goreng,17/7/2024,weekday
120,Sawit,17/7/2024,weekday
121,Gula Pasir,18/7/2024,weekday
121,Garam,18/7/2024,weekday
122,Segitiga 1Kg,18/7/2024,weekday
123,Minyak Kita 1L,18/7/2024,weekday
124,Amanah Galon,18/7/2024,weekday
125,Aqua Galon,18/7/2024,weekday
125,Amanah Galon,18/7/2024,weekday
125,Aqua 600ml,18/7/2024,weekday
125,Le Mineral 600ml,18/7/2024,weekday
126,Gula Pasir,18/7/2024,weekday
127,Minyak Kita 1L,18/7/2024,weekday
127,Sunco 2L,18/7/2024,weekday
128,Sunco 2L,18/7/2024,weekday
129,Gula Pasir,18/7/2024,weekday
130,Segitiga 1Kg,18/7/2024,weekday
131,Amanah Galon,18/7/2024,weekday
132,Amanah Galon,19/7/2024,weekday
133,Segitiga 1Kg,19/7/2024,weekday
133,Gula Pasir,19/7/2024,weekday
134,Aqua Galon,19/7/2024,weekday
135,Sawit,19/7/2024,weekday
136,Amanah Galon,19/7/2024,weekday
136,Amanah 330ml,19/7/2024,weekday
136,Hemart 1L,19/7/2024,weekday
137,Amanah Galon,19/7/2024,weekday
138,Sawit,19/7/2024,weekday
139,Minyak Kita 1L,19/7/2024,weekday
140,Amanah Galon,19/7/2024,weekday
140,Aqua Galon,19/7/2024,weekday
141,Amanah Galon,20/7/2024,weekend
142,Aqua Galon,20/7/2024,weekend
143,Amanah 330ml,20/7/2024,weekend
143,Aqua Galon,20/7/2024,weekend
144,Sawit,20/7/2024,weekend
144,Segitiga 1Kg,20/7/2024,weekend
145,Amanah Galon,20/7/2024,weekend
145,Le Mineral Galon,20/7/2024,weekend
146,Sunco 2L,20/7/2024,weekend
146,Hemart 1L,20/7/2024,weekend
147,Sunco 2L,20/7/2024,weekend
147,Sunco 1L,20/7/2024,weekend
148,Le Mineral 600ml,21/7/2024,weekend
